tcode,description,module
OKK5,Qty Structure Control for Costing,
OKK6,Scheduling for Costing,
OKK7,Price Factors for Costing Relevancy,
OKK9,Indicator for Relevancy to Costing,
OKKC,Maintain Sel. Screens for Order-Rel.,
OKKD,Maintain Sel. Screens Intern. Orders,
OKKE,Valuation Variants: Base Plan Obj.,
OKKI,Costing Types for Product Costing,
OKKM,Transfer Control,
OKKN,Costing Variants for Product Costing,
OKKO,Costing Variants Base Planning Obj,
OKKP,Maintain Controlling Area,
OKKP1,Controlling Area: ALE Settings,
OKKP2,Controlling Area: ALE Settings,
OKKR,Costing Variants for Internal Orders,
OKKS,Set Controlling Area,
OKKT,Costing Variants for Projects,
OKKW,Valuation Variants for Projects,
OKKY,Maintain Selection Screens for MTO,
OKLB,Maintain ABC Report Tree,
OKMI,Import models Cost Center Accounting,
OKN0,Control of CO-PC Information System,
OKO1,Maintain Order Matchcode IDs,
OKO5,Delete CO Orders,
OKO7,Maintain Settlement Profiles,
OKOB,CO Orders: Budgeting profiles,
OKOJ,Results Analysis Key for Cap.Value,
OKOR,Selection Rules for Internal Orders,
OKOS,Struct.Planning Profiles - CO Orders,
OKOU,Substitution Rules - Internal Orders,
OKOV,Select. Variants for Internal Orders,
OKOZ,Maintain Overhead Tables,
OKP1,Maintain Period Lock,
OKP2,Display Period Lock,
OKP6,Costing Variant for PM Order,
OKP8,Valuation Variants for PM Order,
OKPLACTRL,Transfer Plan Data from Foreign Sys.,
OKQ3,Define Reference Character. (Orders),
OKQ4,Define Reference Chars (Projects),
OKRV,Report Layouts for Run Sched Headers,
OKS2,Generate Reports for Repetitive Mfg,
OKS3,Generate Reports for Make-to-Order,
OKS4,Generate Reports for Process Mfg,
OKS7,Generate Reports for Projects,
OKS8,Generate Reports for Product Costing,
OKSA,Generate Reports for Internal Orders,
OKSB,Import Reports for Repetitive Mfg,
OKSD,Import Reports for Make-to-Order,
OKSF,Import Reports for Process Mfg,
OKSL,Import Reports for Product Costing,
OKSR,Import Reports for Projects,
OKST,Report Layouts for Summ. Objects,
OKSV,Maintain Cost Component Structure,
OKT0,EC-PCA: Import Reports,
OKT9,Generate General Cost Object Reports,
OKTA,General Cost Object Reports,
OKTG,Generate text module,
OKTO,Call Summariz. Hierarchy for Orders,
OKTP,Call Summar. Hierarchy for Projects,
OKTZ,Cost Comp. Str (View Cluster Maint.),
OKU0,Maintain variants RKCSUB00,
OKU7,Variables: CO-PA list element,
OKUD,Calculated key fig. display TKCK,
OKUE,Database statistics,
OKUF,Maintain calc. key fig. subgrp TKCK,
OKUH,Reorganization of data transfer,
OKUI,Display data structure,
OKUK,Consistency test SAP-EIS,
OKUL,Constants T242C,
OKUO,C FI Fiscal Year Variants,
OKUP,Copy aspect from another client,
OKUQ,Deactivate aspect in this client,
OKUW,Generate aspect summarization,
OKUY,Display aspect (with environment),
OKV1,Variance Keys for Orders,
OKV2,Variance Keys for Cost Objects,
OKV5,Maintain Tgt Cost Vers for Cost Ctrs,
OKV6,Target Cost Versions for Orders,
OKV7,Target Cost Versions for Cost Objs,
OKVF,Change Variance Vrnts for Cost Ctr,
OKVG,Variance Variants for Orders,
OKVH,Variance Variants for Cost Objects,
OKVW,Default Values for Varian. Key/Plant,
OKWC,Generate ABC Reports,
OKX0,Maint.sender str.for mast.data hier.,
OKX1,Maintain Transfer Rules,
OKX4,Maintain Sender Str. for Master Data,
OKX5,Sender Structure Comments,
OKX6,Sender structures,
OKX8,Display Hierarchy Directory,
OKX9,Maintain Hierarchy Directory,
OKXB,Transport Tool,
OKXC,Reorg.view maintenance (master data),
OKXG,Import tool,
OKXR,Report Tree,
OKXU,Function modules for doc.connection,
OKY0,Val. Variants Sales Order/Prod. Cost,
OKY1,Sales Order: Unit Costing,
OKY2,Costing Variants CO Production Order,
OKY3,Costing Variants: Cost Objects,
OKY4,Costing Variants for Primary Costs,
OKY5,Valuation Variants for CO Prod.Order,
OKY6,Costing Variants: Cost Objects,
OKY7,Val. Variants Sales Order/Unit Cstg,
OKY8,Val. Variants Detail Plan Cost Ctr,
OKY9,Costing Variants (Sales Order),
OKYA,Costing Types (Sales Order),
OKYB,Partner Versions,
OKYC,Reference Cost Estimates,
OKYD,Costing Versions,
OKYE,Costing Types (Sales Order),
OKYF,Costing Variants Network Component,
OKYG,Cstg Variants Network Costs Activity,
OKYH,Costing Variants: Seiban,
OKYI,Costing Variants Message,
OKYK,Costing Types: Seiban,
OKYN,Valuation Variants: Seiban,
OKYO,Assignment of Delivery Costs,
OKYP,Costing Types Base Planning Object,
OKYS,Costing Variants: Service Line,
OKYV,Cross-Company Costing,
OKYW,Cost Comp. Split Multiple Currencies,
OKYZ,Cstg Variants Appropriation Request,
OKZ1,Costing Origins,
OKZ2,Maintain Overhead Groups,
OKZ4,Routing Control Key,
OKZ5,Cost Object Category: Process Mfg,
OKZ6,Cost Object Profile: Process Mfg,
OKZ7,General Cost Object Categories,
OKZ8,General Cost Object Profiles,
OKZA,Base Planning Object Group,
OKZZ,Message Management (Release),
OL01,Display / change LDK34 (bins),
OL02,Display / change RLPLA (bins),
OL03,Display / change LDK33 (stock),
OL04,Display / change RLBES (stock),
OL05,Display / change LDK30 (mat.whse),
OL06,Display / change LDK31 (mat.type),
OL10,Test storage bin data transfer,
OL12,Data transfer stock RLBES-> B.I.,
OL14,Test stock data transfer,
OL15,Data transfer material whse no.view,
OL16,Test mat.master data transfer (MLGN),
OL17,Data transfer material storage type,
OL18,Test mat.master data transfer (MLGT),
OL19,Generate Distribution Model,
OL20,Consistency Check (Centr.Processing),
OL21,Consistency Check (Decentr.Process.),
OL22,Check LE /HU Number Assignment,
OLDPS,Process Sheet: Layout Management,
OLI1,INVCO Stat. Setup: Material Movemts,
OLI1BW,INVCO Stat. Setup: Material Movemts,
OLI2,INVCO Stat. Setup: Stocks,
OLI3,PURCHIS Statistical Setup,
OLI3BW,Reorg.PURCHIS BW Extract Structures,
OLI4,SFIS Statistical Setup,
OLI4BW,Reorg. PPIS Extract Structures,
OLI4KBW,Initialize Kanban Data,
OLI5,PMIS Statistical Setup,
OLI6,Periodic stock qty - Storage locatn,
OLI6BW,Recompilation Appl. 06 (Inv. Ver.),
OLI7,SIS Statistical Setup: Orders,
OLI7BW,Reorg. of VIS Extr. Struct.: Order,
OLI8,Set Up SIS for Deliveries,
OLI8BW,Reorg. VIS Extr. Str.: Delivery,
OLI9,SIS Statistical Setup: Billing Docs,
OLI9BW,Reorg. VIS Extr. Str.: Invoices,
OLIABW,Setup: BW agency business,
OLID,SIS: Stat. Setup - Sales Activities,
OLIE,Statistical Setup - TIS: Shipments,
OLIF,SFIS: Setup-Repetitive Manufacturing,
OLIFBW,Reorg. Rep. Manuf. Extr. Structs,
OLIIBW,Reorg. of PM Info System for BW,
OLIM,Periodic stock qty - Plant,
OLIQ,Reorganization of QM info system,
OLIQBW,QM Infosystem Reorganization for BW,
OLISBW,Reorg. of CS Info System for BW,
OLIX,Stat. Setup: Copy/Delete Versions,
OLIZ,INVCO Setup: Invoice Verification,
OLIZBW,INVCO Setup: Invoice Verification,
OLMRLIST,Maintain List Variant,
OLMRVERDLIST,Maintain Aggregation Variant,
OLPM,Set Up: Plant Maintenance IS,
OM0D,Period Profile for Safety Time,
OM0E,Define Scope of Planning,
OM0F,Convert MDVM/MDVL for MRP Areas,
OM14,No.Range Maintenance: PKHD,
OM16,Maintain Kanban Status Sequences,
OM18,Number Range Maintenance: PKKEY,
OM19,Kanban Calculation Profile,
OMA1,Create Cond. Table: Batches in MM,
OMA2,Change Cond.Table: Batches in MM,
OMA3,Display Cond. Table: Batches in MM,
OMA6,Condition Table: Listing/Exclusion D,
OMA7,Condition Table: Add Index,
OMA8,Condition table: Change Index,
OMB0,List of document types,
OMB1,Dynamic Availability Check,
OMB2,Create SLoc. Automatically (GI),
OMB3,Create SLoc. Automatically (GR),
OMB4,Maintain Print Indicator (GI),
OMB5,Maintain Print Indicator (GR),
OMB6,Change Manual Account Assgt.,
OMBA,Number Assgmt. for Accounting Docs.,
OMBC,Set Missing Parts Check,
OMBG,Set Stock Balance Display,
OMBN,Defaults for Reservation,
OMBR,General Print Settings,
OMBS,Reasons for Movements,
OMBT,No. Ranges: Mat. Doc./Phys.Inventory,
OMBU,Allocate Layout Sets to Reports,
OMBW,Set Screen Layout for Goods Movement,
OMBZ,Rev. GR Despite Invoice,
OMC0,Tolerance Limits for Goods Receipt,
OMC1,Goods Receipt/Issue Slip Number,
OMC2,Number Assignment for Reservations,
OMCC,Generate Phys.Inv.Doc.for Goods Mvmt,
OMCDB,Activate Documentary Batch,
OMCF,Print Label,
OMCG,Search Procedures: Batch Determ. MM,
OMCH,Set Manual Account Assignment (GR),
OMCJ,Screen Layout: Goods Receipt,
OMCK,Inventory Sampling Profile,
OMCL,Inventory Sampling: St. Mgmt Levels,
OMCM,Dynamic Availability Check: GR,
OMCN,Control BTCI Sessions for Phys. Inv.,
OMCO,Set Cycle Counting,
OMCP,Dynamic Availability Check: GI,
OMCQ,Settings for System Messages,
OMCR,Inventory Sampling: St.Mgmt Lvl: WM,
OMCT,Batch Definition,
OMCV,Classify Batches,
OMCWB,Activate WIP Batch,
OMCZ,Activate batch number allocation,
OMD0,C RM-MAT MRP Controllers,
OMD5,C MM MRP Element Description T457,
OMDK,C RM-MAT MD Error Allocation,
OMDT,C MM-MRP External Procurement,
OMDU,C MD Activate MRP,
OMDV,C MD Convert Planning Run,
OMDW,C MD Rescheduling,
OMDX,C MD Planning Horizon,
OMDY,C MD Planning Run Abend,
OME9,C MM-PUR Account. Assignment Categories,
OMEC,Copying Control Maintenance,
OMEO,C MM-PUR Number Ranges: Info Record,
OMEP,C MM-PUR Number Ranges: Source List,
OMEV,Determine Consgt. Valuation Prices,
OMFK,C MM-PUR Field Selection: Vendor,
OMFT,Message Determination Requirements,
OMGA,C MM-PUR Texts: Creditor (Central),
OMGB,C MM-PUR Texts: Creditor (Purch.),
OMGEN,Generate Organizational Units,
OMGENP,Generate Organizational Units,
OMGQCK,Release Procedure Checks,
OMGQ_CHAR,Charact. Maint.: Release Procedure,
OMGSCK,Release Procedure Checks,
OMH6,Number Ranges for Purch. Documents,
OMH7,Number Ranges for Purch. Requisition,
OMH8,Number Ranges for Service Package,
OMH9,Number Ranges for Entry Sheet,
OMHA,Cr. Vol. Rebate Cond. Table (Purch.),
OMHL,C MM-PUR Matchcode Info Record,
OMHM,C MM-PUR Matchcode Requisition,
OMHN,C MM-PUR Matchcode Purch. Document,
OMHO,C MM-PUR Matchcode Source List,
OMHS,Display Info Record Transfer File,
OMHT,Display Requisition Transfer File,
OMHU,Example File: Batch Input Info Rec.,
OMHV,"Example File, Batch Input Requisn.",
OMHW,Nummernkreispflege: BONUSABRLF,
OMI2,C MM-MRP Number Ranges: Mat. plg.,
OMI3,C MM-MRP No. Ranges for Pld Ords,
OMI4,C MD Lot Sizes,
OMI8,Plant Parameters,
OMIB,C MRP Start Times - Background Jobs,
OMIC,MatMasterCust.:Batch Job Start Times,
OMID,Maintain Number Range: Indep.Reqmts,
OMIE,Maintain Number Range: Reqmts Plan,
OMILL_CUT,Customizing for Cutting Processing,
OMILL_MMCL,Maintain Selection Profile,
OMILL_SE_POSTYP,Customize Global Item Category,
OMILL_T160M,Mill Products Message Control,
OMILL_VS,Sales Order Versions,
OMILL_WF_SD,Customizing Workflow MILL_SD,
OMIW,BOM Explosion,
OMJ1,Allow Negative Stocks,
OMJ2,Maintain Phys.Inv.Tolrnce->Employee,
OMJ3,Printer Determination Plant/SLoc.,
OMJ4,Printer Determ: Plant/SLoc./User Grp,
OMJ5,Exp.Date at Plant Level and Mvmt Lvl,
OMJ7,Plant/Val.Area - Divis. -> Busin.Ar.,
OMJ8,Create Stor. Loc. Automatically,
OMJ9,Change Manual Account Assgt.,
OMJA,Set Screen Layout for Goods Movement,
OMJC,Generate Phys.Inv.Doc.for Goods Mvmt,
OMJD,Set Missing Parts Check,
OMJE,Exp.Date at Plant Level and Mvmt Lvl,
OMJJ,Customizing: New Movement Types,
OMJL,Maintain Print Indicator (autom.MvT),
OMJM,Comprn plnt/val.area - divis.->BusAr,
OMJN,General field selection: goods mvmnt,
OMJO,Convert MKOP into Consgt. Info Recs.,
OMJP,Batch Input: Consignment Info Recs.,
OMJQ,Deletion Flag: Consg. Price Segments,
OMJR,Printer Determin.: Message Type/User,
OMJU,"Gen. field selection, physical inv.",
OMJX,GR Field Selection From Procurement,
OMK0,Link to PP interface,
OMK1,Batch search method for Whse Mgmt,
OMK2,Customer exits for strategies,
OMK4,"CondTable: Create (Batches, WM)",
OMK5,"CondTable: Change (Batches, WM)",
OMK6,"CondTable: Display (Batches, WM)",
OMKW,"Stock removal strategy ""SLED""",
OMKX,Automatic Transfer Orders,
OMKY,Link to External System via ALE,
OMKZ,Automatic Transfer Orders,
OML1,Overview of Criticl Whse Monitor Obj,
OML2,Var. Report RLLL01SE: TOs,
OML3,Var. Report RLLL02SE: TR Items,
OML4,Var. Report RLLL03SE: Post.Chge Doc.,
OML5,Var. Report RLLL04SE: Deliveries,
OML6,Var. Report RLLL05SE: Negative Stock,
OML7,Var. Report RLLL06SE: Interim Stock,
OML8,Var. Report RLLL07SE: Stock Product.,
OMLA,Putaway Near Picking Bin,
OMLB,MObj.01: Critical TOs,
OMLC,MObj.02: Critical TRs,
OMLD,MObj.03: Critical Post. Chge Notices,
OMLE,M.Obj.04: Critical Deliveries,
OMLF,M.Obj.05: Negative Stocks,
OMLG,M.Obj.06: Stocks Interim Stor.Bins,
OMLH,M.Obj.07: Critical Stocks in Prod.,
OMLI,Report Variant: Single Entry ActData,
OMLM,Definition Empty Bin Index,
OMLR,WM Interface to Inventory Management,
OMLV,Print Control for Whse Management,
OMLW,Number Ranges for Whse Management,
OMLX,Confirmation,
OMLY,Storage Type Search,
OMLZ,Storage Section Search,
OMM1,Storage Bin Type Search,
OMM2,Haz.Material Stock Placement,
OMM3,Stock Placement Strat.for Pallets,
OMM4,Putaway Strategy for Bulk Storage,
OMM8,Stock Removal Strat. Stringent FIFO,
OMM9,Stock Removal Strat. Large/Small,
OMMB,Inventory No.Ranges for Whse Mgmt,
OMMO,Consistency Check for MM-WM Tables,
OMNF,Requirement Types for Whse Mgmt,
OMNK,Inventory Control per Storage Type,
OMNN,Conversion Exit SU Number,
OMNU,Print Control with SU Management,
OMO!,"Std Analyses: Std Settings, LO",
OMO$,"QMIS: Std Settings, Gen.Std Analyses",
"OMO,",Std Analyses: Delete Sel. Version,
OMO0,Self-Def.Anal.: Std.Settings PP-IS,
OMO1,Update Maintenance: SIS,
OMO2,Update Maintenance: PURCHIS,
OMO3,Update Maintenance: External Data,
OMO9,Update Maintenance: INVCO,
OMO=,"PMIS: Default Settings,Gnl.Std.Anal.",
OMOA,LIS: Create Application,
OMOB,LIS: Change Application,
OMOC,LIS: Display Application,
OMOD,Update Maintenance: SFIS,
OMOF,Update Maintenance: User-Defined App,
OMOH,Var.Std Analyses: Standard Settings,
OMOJ,Var.Std Analyses: SIS Std Settings,
OMOK,Var.Std Analyses: Ext. Std Settings,
OMOL,Var.Std Analyses: PURCHIS Std Set.,
OMON,Var.Std Analyses: INVCO Std Settings,
OMOR,Update Maintenance: QMIS,
OMOS,Update Maintenance: PMIS,
OMOT,Updating maintainence: TIS,
OMOU,Var. Std Analyses: TIS Std Settings,
OMOY,Maintain Updating: Warehouse Mgmt,
OMOZ,Update Maintenance: Logistics Genrl,
OMP1,Customizing: Requirements Types,
OMP2,Customizing: Versions,
OMP6,Customizing: Consuming Indep. Reqmts,
OMP8,Customizing: Reorganizing Indep.Req.,
OMP9,Customizing: Fixing Indep. Reqmts,
OMPA,Customizing: Version per Ref. Type,
OMPC,Customizing:PlgInd/Cons.Indep.Reqmts,
OMPD,Customizing:Indep.Reqmts Init.Screen,
OMPH,Period Split,
OMPJ,Reqmts Type Message Control,
OMPO,Maintain Requirements Classes,
OMPP,Internal Number Assignment,
OMPS,Maintain Period Split,
OMQ2,Transfer of Purchase Order History,
OMQ3,Transfer of PO Texts,
OMQ4,Create PO Transfer File,
OMQ5,Edit PO Transfer File,
OMQ6,Create PO Text Transfer File,
OMQM,C MM-PUR Matchcode: Entry Sheet,
OMQX,Default Asset Class for Mat. Group,
OMR0,C MM-IV Autom. Account. Assgt. (Simu.),
OMR4,MM-IV Doc.Type/NK Incoming Invoice,
OMR6,Tolerance limits: Inv.Verification,
OMR8,C RM-MAT MR PO Supplement,
OMR9,C RM-MAT MR Payment Block Reasons,
OMRE,Purchasing Document Lists Config.,
OMRER_WORKFLOW,Workflow for Eval.Receipt.Settlement,
OMRI,C MM-IV Item Amount Check Parameters,
OMRJ,C MM-IM NoRange RE_BELEG,
OMRM,C MM-IV Customer-Specific Messages,
OMRS,Transaction/Event Key Usage,
OMRT,Transaction/Event Key Usage,
OMRU,"Sender Texts, Form",
OMS3,Configure Industry Sectors,
OMS4,C MM-BD Material Status,
OMS9,Configure Field/Screen Selection,
OMSA,C MM-BD T130W Plant-Specific,
OMSF,C MM-BD Material Groups,
OMSFIX,Maintain Lock-Relevant Indicator,
OMSG,Account Groups: Vendor,
OMSH,C MM-BD Matchcode for Material,
OMSI,C MM-BD Matchcode for vendor,
OMSJ,C MM-BD Number Range for Vendor,
OMSK,C MM-BD Valuation Classes T025,
OMSL,C MM-BD Maintain TMCNV,
OMSM,CS MM Set Up Administrative Data,
OMSR,C MM-BD Field Groups,
OMSX,TCODE/Field Selection: Vendor,
OMSY,C MM-BD Company Code for Matl Master,
OMT0,C MM-BD Global Setting,
OMT3B,Maintain Screen Sequences,
OMT3C,Copy Customer-Spec. Function Group,
OMT3E,Maintain Influencing Factors,
OMT3P,Maint. Status Determination Type,
OMT3R,Maintain Order of Screens,
OMT3U,Maintain User Settings,
OMT3Z,Assign Secondary Screens,
OMT4,Customizing for EAN Messages,
OMTX,Define non-SAP system,
OMW0,C MM-IV Control Valuation,
OMW2,C Define LIFO Pools,
OMW4,C LIFO/FIFO-Relevant Movements,
OMW5,C Devaluation by range of coverage,
OMW5W,C Devaln by Rge of Coverage (Val.Ar),
OMW6,C Devaln by Slow/Non-Movement,
OMW6W,C Devaln by Slow/Non-Mvt (Val. Area),
OMW9,C RM-MAT MW Doc.Type/F-u.Csts.Pr.Ch.,
OMWA,C RM-MAT MW Doc.Type/F-up Csts.D/C,
OMWB,C MM-IV Autom. Account. Assgt. (Simu.),
OMWC,C MM-IV Split Material Valuation,
OMWD,C RM-MAT MB Grouping Valuation Area,
OMWE,C LIFO/FIFO Valuation Active?,
OMWEB,Maintain C Valuation Tracks,
OMWI,C Movement Types: Lowest Value,
OMWL,C LIFO/FIFO Global Setting,
OMWM,C MM IV Control: Accnt Determination,
OMWN,MM-IM: Account Group. Code for Mvt.Type,
OMWP,C LIFO/FIFO Methods,
OMWR,C LIFO Layer Versions,
OMWS,Activate Proportion/Product Unit,
OMWV,C Movement Types: Movement Rate,
OMWW,MM Account Determination Wizard,
OMWX,"C Mvt Types: Excptns, Rge of Cov.",
OMWZ,C LIFO/FIFO: Company Code Parameters,
OMX1,ML Activation in n Valuation Areas,
OMX2,Define Material Ledger Type,
OMX3,ML Assignment of Valuation Area,
OMX4,Number Range Maintenence: ML-DOCU.,
OMX6,Texts for Currency Types/Valuations,
OMX_NLINK_DISP,Assign Contr. Level to Process Cat.,
OMX_NRULE_DISP,Display Controlling Levels,
OMX_UMB_ACCOUNTS,Display Accounts for Account Key UMB,
ONOT,Maintain Quotation Types,
ONP4,Create Ntwk Pl.Layout Statistical KF,
ONP5,Change Ntwk Pl.Layout Statistical KF,
ONP6,Display Nwk Pl.Layout Statistical KF,
OO2S,Description: Subtypes,
OO9M,Matrix Types,
OOAA,Edit Recipient Groups,
OOAC,HR: Authorization main switch,
OOAD,Task Functions,
OOAI,Appraisal Transfer Persons,
OOAK_NEW,Criteria for Detailed Selection,
OOALEINTE,T77S0: Set ALE INTE,
OOALEPOPPA,T77S0: Set ALE POPPA,
OOALEPOPUP,T77S0: Set ALE POPUP,
OOALEREPLI,T77S0: Set ALE REPLI,
OOALEREPPA,T77S0: Set ALE REPPA,
OOAM,Change Appraisals Catalog,
OOAP,Set Active Plan Version,
OOAS,Aspects,
